xmin,ymin,xmax,ymax,id,conf,class
1249.9193,245.1143,1473.983,751.59125,1.0,0.8168718,0.0
345.0402,119.76931,524.3895,443.6841,2.0,0.592793,0.0
934.08344,24.62326,1049.9331,278.63522,3.0,0.7036899,0.0
1234.839,599.631,1600.8035,1072.1144,4.0,0.86104923,0.0
15.468116,314.5247,254.85956,744.60504,5.0,0.47147143,0.0
991.53467,545.1644,1260.1298,1071.8761,6.0,0.7696751,0.0
