xmin,ymin,xmax,ymax,id,conf,class
1252.4983,250.33238,1461.4808,745.7134,1.0,0.89403737,0.0
352.0447,174.29117,523.07086,440.06387,2.0,0.70145816,0.0
1256.7535,635.6245,1581.7006,1072.7495,3.0,0.7922981,0.0
933.0621,24.678448,1049.2834,278.54987,4.0,0.7114213,0.0
984.13525,583.66907,1215.832,1071.7026,5.0,0.8049257,0.0
