xmin,ymin,xmax,ymax,id,conf,class
1263.1025,196.48795,1477.7732,641.6298,1.0,0.88838327,0.0
295.89905,179.16495,546.92065,512.7243,2.0,0.52200294,0.0
958.2318,660.2921,1253.7158,1072.5878,3.0,0.7462836,0.0
897.4711,50.512627,1031.8793,270.45554,4.0,0.5354605,0.0
114.5667,259.95892,266.73688,684.95514,9.0,0.6746159,0.0
1487.1624,383.7672,1672.952,740.0863,11.0,0.8628286,0.0
