xmin,ymin,xmax,ymax,id,conf,class
1212.0258,118.1933,1338.5623,423.25287,1.0,0.73241794,0.0
342.37933,168.85469,527.37177,506.447,2.0,0.47803113,0.0
941.55804,644.97363,1246.0625,1072.0074,3.0,0.7636721,0.0
1072.3876,97.50687,1226.5377,396.15472,4.0,0.6923962,0.0
111.64093,271.95016,297.23206,628.7214,9.0,0.5859251,0.0
1360.636,276.9394,1522.0591,616.6141,11.0,0.79883975,0.0
