xmin,ymin,xmax,ymax,id,conf,class
1272.1364,216.22733,1454.8013,460.35413,1.0,0.7445584,0.0
324.88367,154.54585,515.0409,470.68954,2.0,0.54995567,0.0
1168.2015,648.5358,1441.1204,1072.5814,3.0,0.7662326,0.0
928.75214,24.66231,1046.8461,287.74863,4.0,0.56539696,0.0
552.54974,108.09884,806.3854,483.8584,8.0,0.6632961,0.0
41.051685,299.65347,254.40039,748.6095,9.0,0.5156843,0.0
1184.9772,416.27057,1377.5116,758.5183,5.0,0.5076585,0.0
