xmin,ymin,xmax,ymax,id,conf,class
1278.0293,244.82838,1503.1686,693.96576,1.0,0.8336715,0.0
347.2078,177.38681,528.0878,442.0245,2.0,0.6829829,0.0
934.9413,23.181334,1050.8318,281.64023,3.0,0.6890941,0.0
1253.5917,568.2445,1584.4745,1069.8047,4.0,0.76452595,0.0
16.232164,311.0089,231.51262,744.0133,5.0,0.42109066,0.0
995.28375,541.4887,1286.308,1071.5725,6.0,0.6971371,0.0
