xmin,ymin,xmax,ymax,id,conf,class
1228.9202,298.46872,1479.2888,802.3104,1.0,0.8944757,0.0
352.2352,173.77063,529.50037,435.4633,2.0,0.7453843,0.0
926.48566,25.91754,1048.4332,267.42767,3.0,0.6670722,0.0
1323.021,583.4832,1634.3331,1069.2688,4.0,0.79887533,0.0
39.136845,335.51624,234.9533,736.9326,5.0,0.24005319,0.0
996.5493,582.3211,1294.4685,1055.934,6.0,0.5143962,0.0
