xmin,ymin,xmax,ymax,id,conf,class
1275.0916,217.45233,1454.1141,502.5422,1.0,0.7695698,0.0
336.4155,152.45616,536.69635,534.13293,2.0,0.8233273,0.0
1077.6698,620.9057,1384.98,1071.555,3.0,0.72304696,0.0
929.84,24.779583,1048.3923,302.35297,4.0,0.57835263,0.0
553.3176,116.74117,808.8686,488.0791,8.0,0.6451896,0.0
45.93835,290.73425,257.35788,745.107,9.0,0.5336718,0.0
1271.3932,395.6492,1443.0786,718.2742,5.0,0.7748164,0.0
1373.5183,670.0145,1663.0946,1065.6099,11.0,0.58474886,0.0
