xmin,ymin,xmax,ymax,id,conf,class
1275.2855,212.59317,1456.8783,668.3549,1.0,0.83808935,0.0
376.9694,160.04482,547.88794,528.5452,2.0,0.23500298,0.0
975.4945,635.53845,1256.3635,1072.1443,3.0,0.89569104,0.0
929.26843,24.542627,1047.0118,280.4562,4.0,0.6353432,0.0
79.98113,258.11655,291.11954,670.61945,9.0,0.4129328,0.0
1476.171,482.9458,1721.0607,842.1436,11.0,0.8790022,0.0
