xmin,ymin,xmax,ymax,id,conf,class
1270.2668,215.35513,1456.3727,668.31946,1.0,0.8524651,0.0
370.15466,159.59114,543.4787,525.35223,2.0,0.19946907,0.0
977.42633,635.71796,1258.7477,1072.4023,3.0,0.8985712,0.0
929.80066,26.065039,1046.9357,282.07843,4.0,0.63104796,0.0
81.172165,260.68018,290.70767,634.8251,9.0,0.422851,0.0
1502.524,470.25153,1732.0206,834.6166,11.0,0.8546543,0.0
458.64954,84.6934,611.75665,450.38,8.0,0.5369611,0.0
