xmin,ymin,xmax,ymax,id,conf,class
1273.247,212.5895,1458.7113,670.28516,1.0,0.83902526,0.0
337.26828,165.28337,523.80194,527.64185,2.0,0.76593184,0.0
984.5351,635.7351,1268.3032,1073.4714,3.0,0.9023609,0.0
908.2505,31.468245,1032.0303,247.30745,4.0,0.67036676,0.0
93.97067,250.75745,294.82214,631.45715,9.0,0.4814682,0.0
1525.8192,452.10138,1725.8754,819.1075,11.0,0.83397305,0.0
