xmin,ymin,xmax,ymax,id,conf,class
1272.8916,247.89102,1497.6852,703.3938,1.0,0.82370025,0.0
347.76538,175.6584,527.05054,439.94382,2.0,0.6556983,0.0
933.9566,23.54569,1050.6321,283.15698,3.0,0.6845802,0.0
1249.213,574.9766,1596.7556,1071.1641,4.0,0.8117152,0.0
16.826075,308.2282,235.64693,743.43805,5.0,0.45659196,0.0
993.2962,541.21893,1279.8125,1069.9558,6.0,0.7342762,0.0
