xmin,ymin,xmax,ymax,id,conf,class
1274.155,216.10605,1454.2821,495.97162,1.0,0.8408194,0.0
331.3682,157.50307,490.71097,402.32956,2.0,0.7425991,0.0
927.3634,23.544838,1047.3655,279.9609,3.0,0.63317376,0.0
1224.616,664.4326,1627.4822,1073.7689,4.0,0.76223445,0.0
17.413395,314.23343,234.19524,746.2244,5.0,0.4651779,0.0
554.9131,108.4039,779.74524,488.58536,8.0,0.78381944,0.0
407.0453,54.083897,522.4922,374.24707,9.0,0.470452,0.0
1147.6691,440.28455,1305.1514,825.9851,10.0,0.68244994,0.0
